"","lon","lat","zip","totalcount"
"1",-74.2443436,40.5070853,"10307",1.53595161912852
"2",-74.223802,40.5265593,"10309",3.94696851697874
"3",-74.1827119,40.555548,"10312",6.74409708571903
"4",-74.1827119,40.5952146,"10314",48.4099569786011
"5",-74.1739057,40.6311444,"10303",62.1607446059717
"6",-74.1504204,40.5535039,"10308",3.15249331315919
"7",-74.1386767,40.6311567,"10302",43.9724268321954
"8",-74.1298684,40.5729336,"10306",44.3159197904253
"9",-74.1181234,40.6307451,"10310",37.0572107675162
"10",-74.0946311,40.6274394,"10301",269.488812111983
"11",-74.0916944,40.6047352,"10304",224.716764181536
"12",-74.0711359,40.5944059,"10305",32.30461711789
"13",-74.0329499,40.6212119,"11209",972.486906616928
"14",-74.0173484,40.7084274,"10280",0.748870858620205
"15",-74.0153231,40.6137658,"11228",48.9584170956801
"16",-74.0153231,40.6385229,"11220",954.77095684239
"17",-74.0152027,40.7167028,"10282",1.35615671843853
"18",-74.0138541,40.7038704,"10004",0.564809328777217
"19",-74.0131196,40.709329,"10006",1.77629011106547
"20",-74.0094562,40.7064363,"10005",0.914944711802786
"21",-74.0094471,40.6772802,"11231",84.224959810922
"22",-74.0094471,40.7217861,"10013",124.505139744272
"23",-74.0094471,40.7366138,"10014",231.464737793852
"24",-74.0094471,40.7464969,"10011",363.318083551612
"25",-74.0087126,40.7136487,"10007",1.42518934638439
"26",-74.0079781,40.6560436,"11232",176.560129479609
"27",-74.0021019,40.7071498,"10038",21.4349177240674
"28",-73.9991637,40.7536854,"10001",100.511087915479
"29",-73.9982756,40.6046106,"11214",820.24602022556
"30",-73.9976946,40.6310753,"11219",392.378655669235
"31",-73.9976946,40.7250632,"10012",188.436997531945
"32",-73.9932872,40.755322,"10018",29.2864295822798
"33",-73.9932872,40.7602619,"10036",323.845790319873
"34",-73.9932872,40.7750791,"10069",0.220700039868324
"35",-73.9918181,40.7686973,"10019",464.956390035414
"36",-73.9906685,40.6933783,"11241",0.00127867410702811
"37",-73.9874105,40.7322535,"10003",510.503989920686
"38",-73.9859414,40.5749261,"11224",196.702400341653
"39",-73.9859414,40.6195067,"11204",532.837047266116
"40",-73.9859414,40.6986772,"11201",137.151799248473
"41",-73.9859414,40.7135097,"10002",770.314737717648
"42",-73.9822683,40.7605505,"10020",0.00127867410702811
"43",-73.9815337,40.7388319,"10010",121.73598100057
"44",-73.9811178,40.7545188,"10129",0.0316875206308771
"45",-73.9800645,40.6483744,"11218",816.774723659157
"46",-73.9800645,40.6681669,"11215",379.385093751824
"47",-73.9800645,40.7275043,"10009",673.877140081682
"48",-73.9800645,40.74727,"10016",337.900927827047
"49",-73.9800645,40.7769059,"10023",241.518059514039
"50",-73.9795135,40.7590788,"10112",0.00361663652802893
"51",-73.9785952,40.6815619,"11217",152.035258073873
"52",-73.977126,40.6009233,"11223",450.588524261324
"53",-73.9763386,40.7598323,"10103",0.00234907433214586
"54",-73.9741874,40.7859464,"10024",538.937239299756
"55",-73.9697795,40.7519846,"10017",24.9354640905669
"56",-73.9697795,40.7593941,"10022",184.801620319275
"57",-73.9683102,40.7999209,"10025",1652.26279141957
"58",-73.9660683,40.7119031,"11249",244.937557503918
"59",-73.9653715,40.6190629,"11230",1356.54793629897
"60",-73.9624327,40.6805029,"11238",963.746269792048
"61",-73.9624327,40.7645239,"10065",95.7835683997173
"62",-73.9624327,40.8138912,"10027",1472.88042271388
"63",-73.9580246,40.7700703,"10021",141.825619479568
"64",-73.9569225,40.7449081,"11109",0.118683586679361
"65",-73.9565551,40.6648278,"11225",3778.39767390299
"66",-73.9565551,40.6945036,"11205",248.31750551708
"67",-73.9565551,40.7093358,"11211",567.440652492017
"68",-73.9558204,40.7728432,"10075",64.1310327021743
"69",-73.9550857,40.7573053,"10044",4.12987619696217
"70",-73.9536163,40.6470923,"11226",8122.71192192064
"71",-73.9525825,40.8032131,"10026",712.740576956524
"72",-73.9521468,40.7766412,"10028",249.540286760896
"73",-73.9506774,40.6788319,"11216",1749.92542414807
"74",-73.9506774,40.7282702,"11222",229.406318021338
"75",-73.9506774,40.7826039,"10128",244.882277257856
"76",-73.9506774,40.8270209,"10031",3893.60990826261
"77",-73.9447994,40.5988077,"11229",678.530263389439
"78",-73.9447994,40.6285158,"11210",1066.46649473242
"79",-73.9447994,40.7916407,"10029",1383.43569692854
"80",-73.9447994,40.8409822,"10032",2839.47126750657
"81",-73.9447994,40.8557765,"10033",2315.91344361914
"82",-73.9433299,40.8173411,"10030",961.042017966687
"83",-73.9418603,40.5860069,"11235",1064.03009515615
"84",-73.9418603,40.7047738,"11206",971.786688052233
"85",-73.9418603,40.7443091,"11101",122.130302864047
"86",-73.9389213,40.6722134,"11213",3201.59149312309
"87",-73.9374517,40.8140369,"10037",379.193221323214
"88",-73.9374517,40.8288377,"10039",585.086612122608
"89",-73.9330429,40.6515882,"11203",1944.48291541256
"90",-73.9330429,40.8639624,"10040",2176.60312561435
"91",-73.9286341,40.7732937,"11102",167.908456614839
"92",-73.9271644,40.6903213,"11221",1932.91486132738
"93",-73.9271644,40.7595044,"11106",204.356200546331
"94",-73.9271644,40.794065,"10035",684.751007236091
"95",-73.9271644,40.8187386,"10451",1678.44510671387
"96",-73.9212858,40.6795939,"11233",2368.59859556907
"97",-73.9212858,40.7043156,"11237",976.428767052397
"98",-73.9212858,40.8376318,"10452",4638.33874346743
"99",-73.9212858,40.8721452,"10034",1773.29480152055
"100",-73.9198161,40.7448741,"11104",230.922454282162
"101",-73.9154069,40.6639181,"11212",2777.14342433551
"102",-73.9154069,40.8022594,"10454",569.563292708939
"103",-73.9154069,40.8515872,"10453",5576.58277455402
"104",-73.9109977,40.7633726,"11103",211.580063351023
"105",-73.9095279,40.5591088,"11697",0.204876853130311
"106",-73.9095279,40.7224092,"11378",35.73956943743
"107",-73.9095279,40.8310224,"10456",4048.07092564293
"108",-73.9095279,40.8803247,"10463",1974.44562169962
"109",-73.9080581,40.8147803,"10455",892.393498802886
"110",-73.9065883,40.6007956,"11234",200.827498631243
"111",-73.9065883,40.7787902,"11105",187.525941320281
"112",-73.9065883,40.8971509,"10471",91.4906688347494
"113",-73.9036487,40.7413334,"11377",610.991107140348
"114",-73.8977693,40.8441387,"10457",4438.51912285588
"115",-73.8977693,40.8687887,"10468",5029.25317960175
"116",-73.8948295,40.6387196,"11236",515.667597380465
"117",-73.8948295,40.6980708,"11385",829.775836142246
"118",-73.8918897,40.6655101,"11207",2132.78126419744
"119",-73.8918897,40.7594109,"11370",16.6734133911567
"120",-73.8918897,40.8285039,"10459",1568.07286842148
"121",-73.88601,40.8621792,"10458",6087.66903874731
"122",-73.8830701,40.8050442,"10474",214.217980608219
"123",-73.8801301,40.7182124,"11379",20.5332399751013
"124",-73.8801301,40.737975,"11373",1422.0087125349
"125",-73.8801301,40.7527924,"11372",522.05748528839
"126",-73.8801301,40.841618,"10460",2514.33189031809
"127",-73.8727799,40.6516509,"11239",39.7095794604741
"128",-73.8713099,40.6749343,"11208",1725.38777956089
"129",-73.8713099,40.8723987,"10467",5972.04111297405
"130",-73.8683697,40.7659246,"11369",61.7062947008685
"131",-73.8683697,40.8300731,"10472",2530.80981546693
"132",-73.8683697,40.8990767,"10470",276.308695779049
"133",-73.8624893,40.5722132,"11694",117.296834989705
"134",-73.8624893,40.7255722,"11374",298.108820603234
"135",-73.859549,40.693029,"11421",87.6953405864368
"136",-73.859549,40.811547,"10473",396.785437266677
"137",-73.8566087,40.8382522,"10462",2613.37038065169
"138",-73.8492576,40.6853768,"11416",43.4743938257092
"139",-73.8477874,40.6616787,"11414",19.8356048446241
"140",-73.8477874,40.7506343,"11368",629.375840351998
"141",-73.8477874,40.7901266,"11356",17.8608392264689
"142",-73.8477874,40.8690303,"10469",465.504095574061
"143",-73.8477874,40.8887394,"10466",1550.65486983435
"144",-73.8457658,40.7245678,"11375",330.481888431668
"145",-73.8448469,40.6736207,"11417",46.1417252026703
"146",-73.8360251,40.8476284,"10461",689.819277301025
"147",-73.8330844,40.6966538,"11418",130.642982674652
"148",-73.8286733,40.7071412,"11415",174.383647212799
"149",-73.8272029,40.6166766,"11693",23.757535337125
"150",-73.8272029,40.7699016,"11354",220.059607953654
"151",-73.8272029,40.87347,"10475",35.6813774726312
"152",-73.8242621,40.8262186,"10465",51.4682500848239
"153",-73.8213213,40.6900246,"11419",134.336466300163
"154",-73.8213213,40.7295546,"11367",103.732358115863
"155",-73.8213213,40.7493096,"11355",525.190964438348
"156",-73.8124984,40.6764003,"11420",112.102569448204
"157",-73.8124984,40.7850656,"11357",9.26696673179892
"158",-73.8095574,40.7031635,"11435",263.971930969354
"159",-73.7977928,40.592658,"11692",85.1561887689294
"160",-73.7977928,40.6718171,"11436",26.6847832352989
"161",-73.7977928,40.760743,"11358",36.0310029236711
"162",-73.7977928,40.864318,"10464",3.41512002490244
"163",-73.7919103,40.7154518,"11432",467.765651467832
"164",-73.7889689,40.6433507,"11430",0.00234907433214586
"165",-73.7889689,40.7421943,"11365",23.4281004669142
