"Studio_Units","One_Bedroom_Units","Two_Bedroom_Units","Three_Bedroom_Units","Four_Bedroom_Units","Five_Bedroom_Units","Six_Bedroom_Units","Total_Units","Start Year","Latitude","Longitude"
0,0,5,0,0,0,0,16,2020,40.852454,-73.888229
0,1,0,2,0,0,0,8,2020,40.69605,-73.958319
2,7,21,5,0,0,0,35,2020,40.829162,-73.938875
17,30,0,0,0,0,0,47,2020,40.829293,-73.938817
1,12,8,2,0,0,0,23,2020,40.827582,-73.940994
1,10,11,1,0,0,0,23,2020,40.827689,-73.940918
0,51,3,0,0,0,0,54,2020,40.828607,-73.938023
0,6,0,0,0,0,0,20,2020,40.770927,-73.921259
12,23,12,1,0,0,0,158,2020,40.744259,-73.944615
0,1,2,0,0,0,0,10,2020,40.776916,-73.92114
0,5,0,0,0,0,0,16,2020,40.703214,-73.930158
0,7,8,0,0,0,0,15,2020,40.850385,-73.895169
0,5,17,4,0,0,0,26,2020,40.848062,-73.906146
0,0,0,5,3,0,0,8,2020,40.857833,-73.893147
0,7,8,0,0,0,0,15,2020,40.850443,-73.895137
0,0,1,10,0,0,0,11,2020,40.850531,-73.895089
2,4,2,0,0,0,0,24,2020,40.708391,-73.957828
0,2,0,0,0,0,0,6,2020,40.720509,-73.945461
0,8,8,0,0,0,0,16,2020,40.671437,-73.954805
0,9,5,0,0,0,0,45,2020,40.767576,-73.930419
14,46,22,4,0,0,0,286,2020,40.696652,-73.983184
0,3,0,0,0,0,0,8,2020,40.698285,-73.935147
0,1,2,0,0,0,0,8,2020,40.656816,-73.896836
15,19,9,4,0,0,0,154,2020,40.747525,-73.893776
18,13,2,1,0,0,0,113,2020,40.680762,-73.966791
0,0,0,3,0,0,0,8,2020,40.639152,-73.984225
2,3,3,0,0,0,0,25,2020,40.858099,-73.905388
53,17,27,0,0,0,0,98,2020,40.900663,-73.852539
2,8,0,0,0,0,0,31,2020,40.766618,-73.925719
0,0,6,0,0,0,0,16,2020,40.639695,-73.953025
1,4,1,0,0,0,0,18,2020,40.82416,-73.898878
0,6,1,0,0,0,0,22,2020,40.766521,-73.91594
2,5,3,0,0,0,0,33,2020,40.856676,-73.875859
17,20,38,0,0,0,0,86,2020,40.697914,-73.95953
0,3,0,0,0,0,0,10,2020,40.773,-73.914509
403,87,1,0,0,0,0,491,2020,40.70007,-73.987219
45,11,15,1,0,0,0,72,2020,40.828963,-73.892887
68,52,1,0,0,0,0,121,2020,40.678965,-73.937026
0,0,0,2,0,0,0,2,2020,40.680701,-73.938485
6,14,16,0,0,0,0,36,2020,40.680374,-73.93842
0,0,0,8,0,0,0,8,2020,40.680251,-73.938427
0,0,0,2,0,0,0,2,2020,40.680654,-73.938474
0,2,22,0,0,0,0,24,2020,40.680561,-73.938452
0,11,17,4,0,0,0,32,2020,40.681707,-73.93124
0,6,3,2,0,0,0,11,2020,40.679171,-73.940862
0,3,6,2,0,0,0,11,2020,40.679495,-73.941258
3,0,6,0,0,0,0,9,2020,40.678583,-73.941317
3,0,6,0,0,0,0,9,2020,40.678529,-73.94132
3,6,2,1,0,0,0,12,2020,40.680831,-73.945234
5,6,3,2,0,0,0,16,2020,40.680852,-73.945064
4,8,3,1,0,0,0,16,2020,40.680858,-73.945007
0,0,16,0,0,0,0,16,2020,40.680885,-73.944779
0,4,0,6,0,0,0,10,2020,40.680451,-73.938452
0,4,0,6,0,0,0,10,2020,40.680599,-73.938481
38,190,156,76,0,0,0,462,2020,40.596413,-73.763964
0,3,0,0,0,0,0,8,2020,40.691892,-73.92087
78,0,0,0,0,0,0,78,2020,40.782276,-73.976229
0,0,13,0,0,0,0,13,2020,40.803216,-73.956262
0,1,5,3,0,0,0,9,2020,40.80327,-73.956222
0,1,5,3,0,0,0,9,2020,40.803325,-73.956182
0,1,6,2,0,0,0,9,2020,40.80338,-73.956142
0,0,6,3,0,0,0,9,2020,40.80349,-73.956059
0,0,6,3,0,0,0,9,2020,40.803545,-73.95602
0,9,3,1,0,0,0,13,2020,40.800979,-73.9653
0,13,0,0,0,0,0,13,2020,40.801251,-73.965101
0,8,0,0,0,0,0,8,2020,40.798785,-73.963207
0,7,0,0,0,0,0,8,2020,40.798846,-73.963163
0,8,0,0,0,0,0,8,2020,40.798903,-73.96312
0,3,5,2,0,0,0,10,2020,40.804001,-73.957565
0,14,1,0,0,0,0,15,2020,40.800685,-73.964228
0,12,1,0,0,0,0,15,2020,40.800704,-73.964267
0,2,6,0,0,0,0,15,2020,40.801499,-73.962255
0,3,9,1,0,0,0,15,2020,40.801516,-73.962295
0,0,0,6,0,0,0,10,2020,40.801653,-73.96262
0,0,0,8,0,0,0,10,2020,40.801673,-73.962663
1,0,1,6,0,0,0,12,2020,40.801689,-73.962703
0,1,12,4,2,0,0,26,2020,40.802527,-73.964693
0,2,8,0,1,0,0,16,2020,40.802716,-73.965093
0,1,6,2,0,0,0,16,2020,40.80273,-73.965126
0,1,3,2,2,0,0,25,2020,40.802716,-73.965137
0,1,5,2,0,0,0,16,2020,40.802744,-73.965158
0,1,7,1,0,0,0,16,2020,40.802757,-73.965191
0,0,8,1,0,0,0,25,2020,40.802771,-73.965227
0,0,3,7,1,0,0,20,2020,40.802757,-73.965238
0,0,6,2,1,0,0,20,2020,40.802774,-73.965274
0,0,4,1,6,0,0,25,2020,40.80287,-73.965458
0,0,5,3,5,1,0,25,2020,40.802928,-73.965592
0,2,12,0,0,0,0,16,2020,40.802983,-73.965725
0,3,7,0,0,0,0,16,2020,40.802999,-73.965762
0,3,4,1,0,0,0,15,2020,40.803013,-73.965794
0,3,6,1,0,0,0,15,2020,40.803027,-73.965827
3,2,8,0,0,0,0,17,2020,40.80304,-73.965859
2,1,6,0,0,0,0,16,2020,40.803054,-73.965895
1,5,0,4,0,0,0,10,2020,40.803235,-73.956576
0,10,4,1,0,0,0,15,2020,40.803251,-73.956619
0,8,3,4,0,0,0,15,2020,40.803271,-73.956663
0,11,4,0,0,0,0,15,2020,40.803287,-73.956702
0,11,2,2,0,0,0,15,2020,40.803306,-73.956746
0,6,2,2,0,0,0,10,2020,40.803342,-73.956832
1,0,1,4,0,0,0,6,2020,40.802863,-73.953781
0,0,3,1,0,1,0,5,2020,40.803001,-73.954098
0,2,4,7,7,0,0,20,2020,40.803207,-73.954582
0,6,2,3,2,0,0,13,2020,40.803259,-73.954701
0,2,6,2,0,0,0,10,2020,40.80338,-73.954987
0,0,4,4,2,0,0,10,2020,40.803413,-73.955062
39,49,7,1,0,0,0,480,2020,40.747769,-73.99459
0,7,2,0,0,0,0,9,2020,40.680923,-73.996066
0,7,0,0,0,0,0,7,2020,40.684022,-73.998926
3,8,4,0,0,0,0,15,2020,40.681541,-73.995706
0,38,23,0,0,0,0,61,2020,40.827316,-73.880774
0,42,10,5,0,0,0,57,2020,40.855583,-73.897879
1,3,4,0,0,0,0,26,2020,40.69625,-73.920104
0,1,5,1,0,0,0,23,2020,40.642787,-73.956273
4,32,15,9,0,0,0,60,2020,40.839964,-73.915637
0,3,0,0,0,0,0,10,2020,40.757004,-73.865552
1,2,4,0,0,0,0,23,2020,40.584173,-73.950811
11,19,14,8,0,0,0,52,2020,40.81971,-73.911689
8,7,1,0,0,0,0,429,2020,40.751836,-73.972981
19,13,5,0,0,0,0,123,2020,40.748103,-73.94206
0,1,7,0,0,0,0,8,2020,40.814514,-73.865443
0,0,4,0,0,0,0,4,2020,40.814509,-73.865493
0,0,4,0,0,0,0,4,2020,40.8145,-73.865548
0,4,4,0,0,0,0,8,2020,40.814489,-73.865649
0,5,3,0,0,0,0,8,2020,40.814441,-73.866783
0,4,0,4,0,0,0,8,2020,40.814452,-73.866823
0,4,0,4,0,0,0,8,2020,40.814447,-73.866801
4,11,12,0,0,0,0,27,2020,40.803422,-73.95093
4,5,4,1,0,0,0,14,2020,40.804711,-73.953978
0,6,0,0,0,0,0,14,2020,40.649296,-73.952849
1,1,0,15,0,13,0,30,2020,40.803665,-73.948474
2,5,2,0,0,0,0,28,2020,40.810009,-73.928637
0,9,6,0,0,0,0,15,2020,40.679859,-73.882732
0,5,6,0,0,0,0,11,2020,40.674274,-73.894487
0,10,6,0,0,0,0,16,2020,40.671759,-73.887944
0,2,0,0,0,0,0,6,2020,40.699603,-73.9227
0,3,0,0,0,0,0,8,2020,40.692473,-73.916809
0,7,8,0,0,0,0,49,2020,40.679862,-73.939953
2,5,7,0,0,0,0,44,2020,40.768556,-73.921425
0,0,3,0,0,0,0,10,2020,40.639396,-73.968501
0,5,0,0,0,0,0,16,2020,40.788144,-73.948406
0,3,4,0,0,0,0,22,2020,40.713833,-73.937974
4,6,4,0,0,0,0,48,2020,40.704521,-73.835823
1,1,3,0,0,0,0,15,2020,40.846865,-73.882325
0,1,2,0,0,0,0,8,2020,40.62933,-74.07938
2,17,9,0,0,0,0,93,2020,40.654934,-73.95802
0,1,9,0,0,0,0,20,2020,40.746861,-73.875035
2,6,4,0,0,0,0,39,2020,40.700335,-73.913751
46,8,12,0,0,0,0,66,2020,40.692336,-73.893687
0,3,3,1,0,0,0,20,2020,40.705695,-73.912583
0,5,0,0,0,0,0,14,2020,40.729767,-73.958691
0,5,0,2,0,0,0,21,2020,40.669625,-73.919577
6,19,10,0,0,0,0,116,2020,40.706865,-73.940202
0,3,0,0,0,0,0,8,2020,40.686282,-73.911173
0,6,2,0,0,0,0,25,2020,40.764836,-73.91313
2,4,7,0,0,0,0,41,2020,40.681883,-73.908641
0,0,3,0,0,0,0,10,2020,40.640487,-73.950394
0,5,4,0,0,0,0,27,2020,40.579489,-73.96255
0,3,0,0,0,0,0,8,2020,40.690625,-73.918628
0,3,0,0,0,0,0,8,2020,40.698646,-73.933228
0,0,3,0,0,0,0,10,2020,40.746156,-73.891288
0,3,0,0,0,0,0,3,2020,40.633292,-73.941908
0,3,0,0,0,0,0,13,2020,40.633363,-73.941915
0,0,3,0,0,0,0,7,2020,40.634369,-73.994041
0,8,4,0,0,0,0,39,2020,40.654792,-73.94709
0,0,3,0,0,0,0,8,2020,40.703869,-73.942643
0,3,0,0,0,0,0,18,2020,40.689126,-73.918897
0,0,3,0,0,0,0,10,2020,40.585845,-73.952764
0,2,1,0,0,0,0,12,2020,40.809994,-73.937003
0,0,3,0,0,0,0,10,2020,40.711077,-73.949931
0,9,5,0,0,0,0,45,2020,40.767576,-73.930419
118,45,1,0,0,0,0,164,2020,40.858508,-73.929532
52,79,59,45,0,0,0,236,2020,40.676877,-73.920408
0,1,2,0,0,0,0,10,2020,40.695439,-73.922073
2,3,1,0,0,0,0,18,2020,40.87258,-73.898891
8,20,12,0,0,0,0,160,2020,40.845947,-73.915229
29,54,23,2,0,0,0,359,2020,40.735562,-73.959806
0,4,2,0,0,0,0,20,2020,40.713432,-73.938822
28,54,47,0,0,0,0,240,2020,40.809881,-73.930252
2,1,1,1,0,0,0,15,2020,40.694996,-73.916679
0,3,0,0,0,0,0,8,2020,40.691524,-73.950151
2,2,4,0,0,0,0,25,2020,40.679235,-73.949634
6,48,33,8,0,0,0,95,2020,40.824022,-73.901339
0,4,0,0,0,0,0,12,2020,40.65146,-73.954048
3,4,8,0,0,0,0,15,2020,40.713047,-73.953255
0,7,10,7,0,0,0,24,2020,40.819362,-73.941583
0,2,11,5,0,0,0,18,2020,40.819397,-73.941662
0,14,10,0,0,0,0,24,2020,40.819514,-73.938031
2,0,12,5,0,0,0,19,2020,40.819615,-73.938316
0,0,12,5,0,0,0,17,2020,40.819747,-73.938587
2,4,5,9,0,0,0,20,2020,40.820491,-73.938417
1,4,10,0,0,0,0,15,2020,40.820719,-73.939002
0,6,6,5,0,0,0,17,2020,40.82207,-73.940074
55,14,2,0,0,0,0,71,2020,40.664864,-73.896964
21,86,64,0,0,0,0,171,2020,40.808215,-73.946502
0,3,4,1,0,0,0,26,2020,40.682801,-73.879395
0,3,4,0,0,0,0,22,2020,40.643313,-73.947542
0,1,2,0,0,0,0,8,2020,40.661021,-73.893524
0,1,2,0,0,0,0,8,2020,40.660961,-73.893477
20,59,1,0,0,0,0,80,2020,40.704578,-73.802097
2,10,3,0,0,0,0,50,2020,40.83161,-73.906701
0,37,13,6,0,0,0,56,2020,40.642636,-74.079663
0,38,12,6,0,0,0,56,2020,40.642429,-74.080981
13,12,25,0,0,0,0,164,2020,40.747792,-73.940509
26,27,36,17,0,0,0,348,2020,40.747551,-73.94113
0,3,0,0,0,0,0,10,2020,40.69375,-73.929493
1,6,0,0,0,0,0,22,2020,40.630684,-73.970144
11,22,6,1,0,0,0,132,2020,40.711142,-73.918185
0,5,4,0,0,0,0,27,2020,40.649865,-73.960979
5,0,0,0,0,0,0,10,2020,40.652369,-73.954782
0,0,2,0,0,0,0,6,2020,40.607722,-73.924146
1,1,0,0,0,0,0,8,2020,40.843279,-73.935439
0,0,3,0,0,0,0,7,2020,40.744418,-73.88814
2,5,2,0,0,0,0,27,2020,40.663837,-73.938824
0,2,1,0,0,0,0,8,2020,40.635492,-73.945008
0,3,0,0,0,0,0,10,2020,40.772866,-73.914672
0,2,0,0,0,0,0,6,2020,40.659484,-73.949115
18,0,3,0,0,0,0,21,2020,40.72349,-73.977477
0,3,0,0,0,0,0,7,2020,40.773508,-73.927221
0,3,0,0,0,0,0,3,2020,40.636567,-73.943033
0,3,0,0,0,0,0,13,2020,40.63657,-73.943018
0,2,4,0,0,0,0,18,2020,40.847636,-73.892654
0,1,1,1,0,0,0,8,2020,40.886862,-73.861004
0,4,4,0,0,0,0,24,2020,40.68922,-73.955089
0,2,0,1,0,0,0,8,2020,40.692692,-73.923815
0,0,3,0,0,0,0,3,2020,40.636573,-73.942975
0,3,0,0,0,0,0,13,2020,40.63657,-73.942989
0,2,6,0,0,0,0,25,2020,40.708997,-73.950791
0,3,0,0,0,0,0,8,2020,40.700458,-73.929349
0,4,0,0,0,0,0,12,2020,40.680145,-73.95326
69,33,1,0,0,0,0,103,2020,40.765808,-73.928818
0,3,0,0,0,0,0,8,2020,40.696357,-73.928722
5,6,2,0,0,0,0,43,2020,40.873648,-73.88823
0,9,3,2,0,0,0,46,2020,40.88387,-73.915025
0,1,1,0,0,0,0,2,2020,40.65959,-73.901369
0,0,3,0,0,0,0,12,2020,40.659554,-73.901362
1,0,2,0,0,0,0,10,2020,40.730311,-73.95295
0,2,3,0,0,0,0,15,2020,40.615612,-74.033818
0,0,3,0,0,0,0,3,2020,40.671811,-73.94474
0,0,3,0,0,0,0,13,2020,40.637124,-73.942293
0,4,4,0,0,0,0,26,2020,40.662171,-73.994828
0,0,3,0,0,0,0,3,2020,40.649732,-73.950578
0,0,3,0,0,0,0,17,2020,40.649735,-73.950495
0,3,0,0,0,0,0,8,2020,40.67183,-73.920857
0,3,0,0,0,0,0,8,2020,40.689144,-73.957649
0,5,3,0,0,0,0,24,2020,40.699338,-73.925297
0,8,8,0,0,0,0,52,2020,40.672166,-73.927
0,3,0,0,0,0,0,8,2020,40.693095,-73.923198
0,7,0,0,0,0,0,23,2020,40.790626,-73.944508
0,3,2,0,0,0,0,13,2020,40.659483,-73.937852
0,1,2,0,0,0,0,10,2020,40.696241,-73.932686
1,2,0,0,0,0,0,10,2020,40.649691,-73.951649
0,8,2,0,0,0,0,32,2020,40.701641,-73.917179
0,2,2,0,0,0,0,12,2020,40.711124,-73.949429
0,2,3,0,0,0,0,15,2020,40.863868,-73.866402
1,2,0,0,0,0,0,10,2020,40.879336,-73.863113
0,3,0,0,0,0,0,8,2020,40.696983,-73.925267
0,3,0,0,0,0,0,8,2020,40.691732,-73.916341
3,2,0,0,0,0,0,16,2020,40.856814,-73.901521
5,5,5,0,0,0,0,48,2020,40.68586,-73.953782
2,16,3,0,0,0,0,68,2020,40.692539,-73.920422
4,8,6,1,0,0,0,103,2020,40.752614,-73.934166
0,4,5,0,0,0,0,30,2020,40.652977,-73.958512
0,6,3,0,0,0,0,30,2020,40.799355,-73.936045
3,0,1,0,0,0,0,12,2020,40.830978,-73.889425
0,0,3,0,0,0,0,10,2020,40.700698,-73.959171
8,16,10,0,0,0,0,134,2020,40.681997,-73.96564
0,1,2,0,0,0,0,8,2020,40.864225,-73.864511
0,7,0,0,0,0,0,22,2020,40.638879,-73.950222
0,0,3,0,0,0,0,10,2020,40.706258,-73.939218
0,3,0,0,0,0,0,8,2020,40.679162,-73.907552
0,3,0,0,0,0,0,3,2020,40.80991,-73.916297
0,3,0,0,0,0,0,13,2020,40.809885,-73.916225
0,3,0,0,0,0,0,9,2020,40.669351,-73.923784
7,14,10,0,0,0,0,103,2020,40.764711,-73.822928
0,3,0,0,0,0,0,3,2020,40.672169,-73.936369
0,0,3,0,0,0,0,18,2020,40.672301,-73.936358
0,3,0,0,0,0,0,3,2020,40.672235,-73.936365
0,9,4,0,0,0,0,43,2020,40.631266,-73.970616
0,0,0,2,0,0,0,6,2020,40.67256,-73.876584
1,6,0,0,0,0,0,21,2020,40.845031,-73.881328
0,6,0,0,0,0,0,20,2020,40.694154,-73.959777
4,2,3,0,0,0,0,30,2020,40.873917,-73.884932
0,2,1,0,0,0,0,8,2020,40.701916,-73.926278
18,88,16,0,0,0,0,122,2020,40.647981,-74.086707
0,0,9,5,2,0,0,16,2020,40.649023,-73.962983
0,0,9,5,2,0,0,16,2020,40.648957,-73.962972
2,60,5,0,0,0,0,67,2020,40.64774,-73.959517
3,51,63,21,7,0,0,145,2020,40.652595,-73.950832
0,19,10,5,0,0,0,34,2020,40.646568,-73.960354
0,19,10,5,0,0,0,34,2020,40.646469,-73.960332
0,5,8,13,5,0,0,31,2020,40.646307,-73.9603
26,14,1,0,0,0,0,41,2020,40.642643,-73.95961
0,0,0,4,0,0,0,4,2020,40.726642,-73.989101
2,6,2,0,0,0,0,10,2020,40.726061,-73.990984
6,5,5,0,0,0,0,16,2020,40.725932,-73.990677
8,6,3,0,0,0,0,17,2020,40.725901,-73.990602
9,7,2,0,0,0,0,18,2020,40.725868,-73.990526
0,10,3,0,0,0,0,13,2020,40.725835,-73.990446
7,5,3,0,0,0,0,15,2020,40.724847,-73.988109
6,0,5,2,0,0,0,13,2020,40.726126,-73.991135
17,0,2,0,0,0,0,19,2020,40.72681,-73.990912
1,5,11,0,0,0,0,17,2020,40.726815,-73.990876
7,5,2,1,0,0,0,15,2020,40.726774,-73.990829
12,10,0,0,0,0,0,22,2020,40.726741,-73.990746
6,8,3,1,0,0,0,18,2020,40.726725,-73.990663
2,4,5,3,0,0,0,14,2020,40.726695,-73.990594
3,9,5,0,0,0,0,17,2020,40.726664,-73.990522
11,10,1,0,0,0,0,22,2020,40.726634,-73.99045
2,0,11,0,0,0,0,13,2020,40.726604,-73.990381
8,9,3,0,0,0,0,20,2020,40.726574,-73.990309
11,5,3,0,0,0,0,19,2020,40.726544,-73.990241
4,4,4,3,0,0,0,15,2020,40.726513,-73.990169
4,3,3,0,0,0,0,10,2020,40.722564,-73.992244
32,63,59,6,0,0,0,160,2020,40.656119,-73.913019
0,52,0,0,0,0,0,52,2020,40.871434,-73.828223
0,128,128,128,0,0,0,384,2020,40.872082,-73.830148
0,128,128,128,0,0,0,384,2020,40.872354,-73.830278
0,128,128,128,0,0,0,384,2020,40.872318,-73.830057
23,46,115,23,0,0,0,207,2020,40.87016,-73.831896
0,50,75,50,0,0,0,175,2020,40.870638,-73.826439
23,46,115,23,0,0,0,207,2020,40.871826,-73.833407
23,46,115,23,0,0,0,207,2020,40.876904,-73.833705
0,50,75,50,0,0,0,175,2020,40.872505,-73.825346
0,128,128,128,0,0,0,384,2020,40.874526,-73.825658
0,128,128,128,0,0,0,384,2020,40.874293,-73.825753
0,128,128,128,0,0,0,384,2020,40.874556,-73.825861
0,50,75,50,0,0,0,175,2020,40.877918,-73.825548
0,128,128,128,0,0,0,384,2020,40.878918,-73.823908
0,128,128,128,0,0,0,384,2020,40.878854,-73.823756
0,128,128,128,0,0,0,384,2020,40.878857,-73.823994
23,46,115,23,0,0,0,207,2020,40.871135,-73.82511
23,46,115,23,0,0,0,207,2020,40.878284,-73.829767
0,50,75,50,0,0,0,175,2020,40.877952,-73.831471
0,50,75,50,0,0,0,175,2020,40.876236,-73.827267
0,128,128,128,0,0,0,384,2020,40.87519,-73.828991
0,128,128,128,0,0,0,384,2020,40.87522,-73.829197
0,128,128,128,0,0,0,384,2020,40.875355,-73.829167
0,50,75,50,0,0,0,175,2020,40.875694,-73.832338
23,46,115,23,0,0,0,207,2020,40.878081,-73.828086
23,46,115,23,0,0,0,207,2020,40.876377,-73.830022
0,50,75,50,0,0,0,175,2020,40.865161,-73.822176
0,128,128,128,0,0,0,384,2020,40.863662,-73.821558
0,128,128,128,0,0,0,384,2020,40.863508,-73.821595
0,128,128,128,0,0,0,384,2020,40.863558,-73.821797
0,50,75,50,0,0,0,175,2020,40.863535,-73.823203
23,46,115,23,0,0,0,207,2020,40.861055,-73.822277
0,50,75,50,0,0,0,175,2020,40.86169,-73.824344
23,46,115,23,0,0,0,207,2020,40.862985,-73.825826
23,46,115,23,0,0,0,207,2020,40.865835,-73.823273
0,50,75,50,0,0,0,175,2020,40.867078,-73.82135
0,18,0,0,0,0,0,18,2020,40.871369,-73.830602
0,36,0,0,0,0,0,36,2020,40.873254,-73.827021
0,26,0,0,0,0,0,26,2020,40.876375,-73.830636
0,38,0,0,0,0,0,38,2020,40.877234,-73.825134
0,0,0,52,0,0,0,52,2020,40.871434,-73.828223
0,0,0,32,0,0,0,32,2020,40.871886,-73.827979
0,32,0,0,0,0,0,32,2020,40.871916,-73.827965
0,0,0,36,0,0,0,36,2020,40.873254,-73.827021
0,0,0,38,0,0,0,38,2020,40.877234,-73.825134
0,0,0,26,0,0,0,26,2020,40.876375,-73.830636
0,0,0,18,0,0,0,18,2020,40.871369,-73.830602
0,0,0,34,0,0,0,34,2020,40.87664,-73.828249
0,34,0,0,0,0,0,34,2020,40.87664,-73.828249
0,100,0,50,0,0,0,150,2020,40.870814,-73.826959
0,50,75,50,0,0,0,175,2020,40.870966,-73.827515
0,100,0,50,0,0,0,150,2020,40.872643,-73.82575
0,50,75,50,0,0,0,175,2020,40.872836,-73.826325
23,46,115,23,0,0,0,207,2020,40.871566,-73.824802
23,46,115,23,0,0,0,207,2020,40.870209,-73.831509
23,46,115,23,0,0,0,207,2020,40.871968,-73.833479
23,46,115,23,0,0,0,207,2020,40.877178,-73.833625
23,46,115,23,0,0,0,207,2020,40.878472,-73.830429
23,46,115,23,0,0,0,207,2020,40.877139,-73.829615
0,100,0,50,0,0,0,150,2020,40.875864,-73.832283
0,50,75,50,0,0,0,175,2020,40.875903,-73.832485
23,46,115,23,0,0,0,207,2020,40.877477,-73.82807
0,100,0,50,0,0,0,150,2020,40.877837,-73.831555
0,50,75,50,0,0,0,175,2020,40.877894,-73.83171
0,100,0,50,0,0,0,150,2020,40.876365,-73.827353
0,50,75,50,0,0,0,175,2020,40.876395,-73.82744
0,100,0,50,0,0,0,150,2020,40.878028,-73.825873
0,50,75,50,0,0,0,175,2020,40.878142,-73.826199
0,100,0,50,0,0,0,150,2020,40.862036,-73.824657
0,50,75,50,0,0,0,175,2020,40.862135,-73.824906
0,100,0,50,0,0,0,150,2020,40.863626,-73.823185
0,50,75,50,0,0,0,175,2020,40.863626,-73.823185
0,100,0,50,0,0,0,150,2020,40.865161,-73.822176
0,50,75,50,0,0,0,175,2020,40.864979,-73.821753
0,100,0,50,0,0,0,150,2020,40.867078,-73.82135
0,50,75,50,0,0,0,175,2020,40.867078,-73.82135
23,46,115,23,0,0,0,207,2020,40.863774,-73.825123
23,46,115,23,0,0,0,207,2020,40.86654,-73.822631
23,46,115,23,0,0,0,207,2020,40.861192,-73.821923
0,8,8,0,0,0,0,16,2020,40.707475,-73.799639
0,1,2,0,0,0,0,8,2020,40.677777,-73.928317
1,1,0,0,0,0,0,6,2020,40.689252,-73.930789
0,2,1,0,0,0,0,7,2020,40.686177,-73.957395
2,3,6,0,0,0,0,35,2020,40.608475,-73.956141
0,2,0,0,0,0,0,6,2020,40.71158,-73.944476
2,0,1,0,0,0,0,7,2020,40.658568,-73.952543
0,2,1,0,0,0,0,10,2020,40.649727,-73.950777
0,0,3,0,0,0,0,10,2020,40.802543,-73.938773
0,0,0,9,0,0,0,27,2020,40.697716,-73.956757
0,4,0,0,0,0,0,12,2020,40.811408,-73.942825
0,1,1,0,0,0,0,6,2020,40.680387,-73.919484
1,2,3,0,0,0,0,18,2020,40.708452,-73.922953
0,3,4,0,0,0,0,35,2020,40.712239,-73.939559
1,1,1,0,0,0,0,10,2020,40.878585,-73.861639
3,1,0,0,0,0,0,13,2020,40.669342,-73.923643
0,0,2,1,0,0,0,8,2020,40.830497,-73.894955
0,2,1,0,0,0,0,9,2020,40.850515,-73.831169
0,5,0,0,0,0,0,13,2020,40.642192,-73.950577
0,1,2,0,0,0,0,10,2020,40.642541,-73.958511
0,3,0,0,0,0,0,8,2020,40.70625,-73.939117
3,2,1,0,0,0,0,6,2020,40.681349,-73.943499
2,3,0,0,0,0,0,13,2020,40.707953,-73.955304
0,0,2,0,0,0,0,2,2020,40.619471,-74.099296
1,3,3,0,0,0,0,23,2020,40.837993,-73.895272
0,3,1,0,0,0,0,20,2020,40.836351,-73.940628
0,3,4,0,0,0,0,22,2020,40.611532,-73.954943
0,0,3,0,0,0,0,16,2020,40.807386,-73.927104
0,6,0,0,0,0,0,6,2020,40.807359,-73.927122
0,5,6,0,0,0,0,35,2020,40.663674,-73.935873
0,0,3,0,0,0,0,8,2020,40.676129,-73.906803
0,3,3,0,0,0,0,18,2020,40.690407,-73.957212
0,1,2,0,0,0,0,8,2020,40.687348,-73.953734
19,24,6,5,0,0,0,177,2020,40.70922,-73.957871
0,0,3,0,0,0,0,8,2020,40.706671,-73.942388
0,0,9,0,0,0,0,27,2020,40.704609,-73.917753
0,3,0,0,0,0,0,8,2020,40.667047,-73.92175
27,31,14,3,0,0,0,250,2020,40.655517,-73.94835
0,12,0,0,0,0,0,39,2020,40.642055,-73.945738
1,2,0,0,0,0,0,10,2020,40.879201,-73.862567
3,1,0,0,0,0,0,13,2020,40.873684,-73.885399
7,0,13,0,0,0,0,64,2020,40.6986,-73.934602
4,4,0,0,0,0,0,24,2020,40.654064,-73.951235
0,45,46,0,0,0,0,302,2020,40.618481,-73.961062
2,4,6,0,0,0,0,38,2020,40.761448,-73.919181
0,0,0,3,0,0,0,8,2020,40.686107,-73.914826
1,1,0,0,0,0,0,9,2020,40.675321,-73.956277
1,5,0,0,0,0,0,18,2020,40.662701,-73.945108
0,3,0,0,0,0,0,10,2020,40.746149,-73.898163
0,1,1,0,0,0,0,6,2020,40.662655,-73.914773
0,0,10,0,0,0,0,33,2020,40.870958,-73.877134
0,13,14,0,0,0,0,134,2020,40.81695,-73.942488
1,2,0,0,0,0,0,10,2020,40.696702,-73.918671
0,2,2,2,0,0,0,18,2020,40.666346,-73.994146
0,2,1,0,0,0,0,8,2020,40.680824,-73.912799
0,0,3,0,0,0,0,9,2020,40.680833,-73.912735
2,12,30,0,0,0,0,44,2019,40.844284,-73.836606
19,77,102,33,0,0,0,231,2019,40.604427,-73.753203
13,22,37,13,0,0,0,85,2019,40.604334,-73.752998
11,16,32,1,0,0,0,60,2019,40.823321,-73.945088
0,30,15,7,0,0,0,52,2019,40.823823,-73.944289
38,5,16,0,0,0,0,59,2019,40.818153,-73.938661
0,30,0,0,0,0,0,30,2019,40.818488,-73.939502
35,124,107,53,0,0,0,319,2019,40.672675,-73.866436
84,196,128,0,0,0,0,543,2019,40.699134,-73.806664
0,0,3,0,0,0,0,10,2019,40.643831,-73.950752
0,3,0,0,0,0,0,3,2019,40.658574,-73.952496
0,3,0,0,0,0,0,16,2019,40.658566,-73.95259
0,3,0,0,0,0,0,3,2019,40.658568,-73.952543
0,3,0,0,0,0,0,8,2019,40.699707,-73.930771
