"Studio_Units","One_Bedroom_Units","Two_Bedroom_Units","Three_Bedroom_Units","Four_Bedroom_Units","Five_Bedroom_Units","Six_Bedroom_Units","Total_Units","Start Year","Latitude","Longitude"
0,38,152,36,0,0,0,226,2018,40.821314,-73.876507
0,37,151,38,0,0,0,226,2018,40.82084,-73.872649
0,38,151,37,0,0,0,226,2018,40.821609,-73.872835
0,0,0,12,0,0,0,12,2018,40.800206,-73.952489
1,1,8,0,0,0,0,10,2018,40.805446,-73.953728
0,0,0,0,10,0,0,10,2018,40.811316,-73.940145
0,0,0,10,0,0,0,10,2018,40.817195,-73.940298
10,0,10,0,0,0,0,20,2018,40.817226,-73.940367
10,0,10,0,0,0,0,20,2018,40.817253,-73.940436
6,56,50,20,1,0,0,133,2018,40.82492,-73.954123
8,16,64,31,0,0,0,119,2018,40.59209,-73.936463
8,16,64,31,0,0,0,119,2018,40.591314,-73.937238
8,16,64,31,0,0,0,119,2018,40.591193,-73.937217
0,0,7,13,0,0,0,20,2018,40.854129,-73.908231
0,0,7,13,0,0,0,20,2018,40.854231,-73.908144
0,0,0,6,9,0,0,15,2018,40.850934,-73.907754
0,14,10,1,0,0,0,25,2018,40.848602,-73.908376
5,0,4,0,4,0,0,13,2018,40.849976,-73.907908
5,22,10,0,0,0,0,37,2018,40.851812,-73.907952
0,7,14,0,0,0,0,21,2018,40.816096,-73.898955
0,0,31,4,0,0,0,35,2018,40.823674,-73.901484
0,1,11,8,0,0,0,20,2018,40.823745,-73.901455
0,0,8,8,0,0,0,16,2018,40.826274,-73.890409
0,11,13,4,4,0,0,32,2018,40.826397,-73.890307
0,2,28,11,0,0,0,41,2018,40.805491,-73.950882
0,18,12,10,0,0,0,40,2018,40.805577,-73.950795
27,61,39,15,0,0,0,142,2018,40.606379,-73.750535
0,0,6,5,5,0,0,16,2018,40.7282,-73.978919
0,0,13,10,0,0,0,23,2018,40.72831,-73.978839
0,6,17,12,0,0,0,35,2018,40.725867,-73.979327
0,5,5,1,6,0,0,17,2018,40.726284,-73.978533
20,40,140,20,0,0,0,220,2018,40.716686,-73.980463
1,20,144,42,0,0,0,207,2018,40.717218,-73.980174
21,80,186,63,0,0,0,350,2018,40.717567,-73.979986
0,40,42,42,0,0,0,124,2018,40.717891,-73.979824
1,20,145,42,0,0,0,208,2018,40.717891,-73.979824
78,0,0,0,0,0,0,78,2018,40.841762,-73.878688
56,35,26,9,0,0,0,126,2018,40.661524,-73.917424
98,23,1,0,0,0,0,122,2018,40.837558,-73.916927
25,25,34,16,0,0,0,100,2018,40.678249,-73.883607
5,31,23,0,0,0,0,59,2018,40.836252,-73.914551
100,66,1,1,0,0,0,168,2018,40.593993,-73.994804
0,11,11,7,0,0,0,29,2018,40.709262,-73.954477
0,11,11,7,0,0,0,29,2018,40.710085,-73.953387
0,7,11,6,0,0,0,24,2018,40.710041,-73.953217
0,6,13,8,0,0,0,27,2018,40.710038,-73.953264
0,2,6,16,0,0,0,24,2018,40.709997,-73.953102
6,6,13,5,0,0,0,30,2018,40.709995,-73.953142
0,2,5,17,0,0,0,24,2018,40.709948,-73.953019
5,6,10,14,0,0,0,35,2018,40.709912,-73.952867
0,2,6,16,0,0,0,24,2018,40.709904,-73.952896
0,4,18,0,0,0,0,22,2018,40.709849,-73.952694
0,2,20,0,0,0,0,22,2018,40.709571,-73.951948
0,6,22,1,0,0,0,29,2018,40.710718,-73.95757
5,1,16,7,0,0,0,29,2018,40.709289,-73.953665
0,2,0,0,0,0,0,8,2018,40.703921,-73.927362
52,0,0,0,0,0,0,52,2018,40.854869,-73.914317
51,128,90,50,0,0,0,319,2018,40.839984,-73.882236
25,44,19,20,0,0,0,108,2018,40.814412,-73.888365
58,100,1,0,0,0,0,159,2018,40.675567,-73.777343
1,0,0,3,0,0,0,12,2018,40.677103,-73.957231
43,0,42,0,0,0,0,86,2018,40.849086,-73.887946
36,0,35,0,0,0,0,72,2018,40.849329,-73.890233
42,0,41,0,0,0,0,84,2018,40.831924,-73.889337
0,0,34,89,16,0,0,139,2018,40.782043,-73.94978
84,163,158,0,0,0,0,405,2018,40.782776,-73.949609
0,0,48,45,15,0,0,108,2018,40.782097,-73.948682
57,24,31,5,0,0,0,117,2018,40.811626,-73.950603
0,2,10,0,4,0,0,16,2018,40.808346,-73.914131
0,18,21,23,11,0,0,73,2018,40.80836,-73.914099
0,2,10,0,4,0,0,16,2018,40.809021,-73.913719
0,5,11,28,5,0,0,49,2018,40.806779,-73.913342
0,8,16,11,5,0,0,40,2018,40.808376,-73.913004
4,22,46,9,0,0,0,81,2018,40.808439,-73.912946
0,19,6,5,5,0,0,35,2018,40.806276,-73.916168
0,12,6,5,6,0,0,29,2018,40.806135,-73.915839
0,12,12,0,10,0,0,34,2018,40.805159,-73.91359
0,12,21,10,1,0,0,44,2018,40.806854,-73.915448
0,16,22,6,5,0,0,49,2018,40.807276,-73.914566
0,8,36,6,16,0,0,66,2018,40.806718,-73.913194
0,0,12,17,0,0,0,29,2018,40.808639,-73.915847
0,1,19,9,0,0,0,29,2018,40.808248,-73.91493
0,9,6,19,9,0,0,43,2018,40.808251,-73.914887
0,10,11,19,0,0,0,40,2018,40.808144,-73.914681
0,6,13,8,2,0,0,29,2018,40.807899,-73.914053
0,19,11,12,0,0,0,42,2018,40.807885,-73.914063
0,4,4,12,0,0,0,20,2018,40.807866,-73.913973
0,9,16,23,5,0,0,53,2018,40.80785,-73.913984
0,10,6,11,4,0,0,31,2018,40.807517,-73.913197
5,9,21,5,1,0,0,41,2018,40.807388,-73.912901
0,6,10,14,0,0,0,30,2018,40.807341,-73.912789
0,10,19,1,2,0,0,32,2018,40.80894,-73.914543
0,9,15,13,1,0,0,38,2018,40.808992,-73.91464
0,6,10,7,1,0,0,24,2018,40.808907,-73.914394
6,23,25,5,0,0,0,59,2018,40.807516,-73.912388
0,0,8,6,5,0,0,19,2018,40.808658,-73.916277
2,8,4,0,3,0,0,17,2018,40.809937,-73.91547
1,3,10,0,6,0,0,20,2018,40.810211,-73.915296
0,6,2,3,4,0,0,15,2018,40.810312,-73.914768
0,10,12,0,9,0,0,31,2018,40.808969,-73.913726
0,15,17,0,4,0,0,36,2018,40.809049,-73.913679
0,2,10,0,0,0,0,79,2018,40.675563,-73.879881
0,5,5,0,0,0,0,32,2018,40.673889,-73.882454
0,1,13,10,0,0,0,24,2018,40.835673,-73.940983
0,1,12,7,0,0,0,20,2018,40.837265,-73.940884
11,83,42,25,0,0,0,161,2018,40.822145,-73.894903
38,99,76,22,0,0,0,235,2018,40.670044,-73.858687
19,58,0,0,0,0,0,77,2018,40.673494,-73.918516
55,0,0,0,0,0,0,55,2018,40.656358,-73.896559
0,1,1,0,0,0,0,8,2018,40.701291,-73.814365
0,26,66,22,0,0,0,114,2018,40.868482,-73.88506
19,122,36,20,0,0,0,197,2018,40.657971,-73.901754
26,46,31,0,0,0,0,103,2018,40.679648,-73.936048
40,0,0,0,0,0,0,40,2018,40.787072,-73.9792
0,2,0,0,0,0,0,10,2018,40.693249,-73.948022
1,8,48,15,0,0,0,72,2018,40.684426,-73.785387
1,8,47,16,0,0,0,72,2018,40.684985,-73.786301
1,8,47,16,0,0,0,72,2018,40.68474,-73.785898
83,136,84,23,0,0,0,326,2018,40.827537,-73.867455
0,2,0,0,0,0,0,7,2018,40.712326,-73.96412
1,19,78,20,0,0,0,118,2018,40.791363,-73.941885
1,19,75,19,0,0,0,114,2018,40.791666,-73.944594
1,19,77,19,0,0,0,116,2018,40.791073,-73.943475
1,19,79,19,0,0,0,118,2018,40.790265,-73.941561
0,19,78,21,0,0,0,118,2018,40.790086,-73.941139
1,19,78,20,0,0,0,118,2018,40.791403,-73.940332
1,19,80,18,0,0,0,118,2018,40.791244,-73.939957
1,19,76,19,0,0,0,115,2018,40.79137,-73.944179
1,19,77,21,0,0,0,118,2018,40.790017,-73.939792
1,19,78,20,0,0,0,118,2018,40.790376,-73.939532
1,19,76,20,0,0,0,116,2018,40.791067,-73.942128
1,19,79,19,0,0,0,118,2018,40.791036,-73.942124
0,19,76,19,0,0,0,114,2018,40.791371,-73.941907
1,19,76,19,0,0,0,115,2018,40.792374,-73.944073
1,10,7,0,0,0,0,90,2018,40.703334,-73.806836
291,0,0,0,0,0,0,291,2018,40.755873,-73.984454
0,15,25,17,3,0,0,60,2018,40.81894,-73.886981
0,0,1,1,0,0,0,2,2018,40.659821,-73.895858
1,1,1,0,0,0,0,3,2018,40.672034,-73.907461
1,0,1,1,0,0,0,3,2018,40.662924,-73.891571
1,0,1,1,0,0,0,3,2018,40.674353,-73.917823
1,0,1,1,0,0,0,3,2018,40.658683,-73.897294
1,0,1,1,0,0,0,3,2018,40.673183,-73.912845
1,0,0,2,0,0,0,3,2018,40.658949,-73.897384
0,0,2,1,0,0,0,3,2018,40.657561,-73.897829
1,0,1,1,0,0,0,3,2018,40.675008,-73.915778
1,0,2,0,0,0,0,3,2018,40.660042,-73.894971
1,0,1,1,0,0,0,3,2018,40.658719,-73.897301
1,0,0,2,0,0,0,3,2018,40.672633,-73.907615
1,0,1,1,0,0,0,3,2018,40.674988,-73.91545
1,0,0,2,0,0,0,3,2018,40.672443,-73.907565
1,0,0,2,0,0,0,3,2018,40.673055,-73.906728
1,0,1,1,0,0,0,3,2018,40.658577,-73.898246
1,0,1,1,0,0,0,3,2018,40.658544,-73.898235
0,0,0,16,4,0,0,20,2018,40.648361,-73.96956
4,5,11,0,0,0,0,20,2018,40.677438,-73.921763
0,6,0,0,0,0,0,20,2018,40.836168,-73.942103
0,0,1,7,0,0,0,8,2018,40.822975,-73.949268
48,16,12,0,0,0,0,76,2018,40.642981,-73.960532
70,1,0,0,0,0,0,71,2018,40.821326,-73.900006
5,7,12,0,0,0,0,100,2018,40.695981,-73.943887
0,1,2,0,0,0,0,7,2018,40.761491,-73.798
0,3,96,193,0,0,0,292,2018,40.856676,-73.875859
6,12,3,0,0,0,0,68,2018,40.713102,-73.785983
97,0,0,0,0,0,0,97,2018,40.796049,-73.972978
1,2,0,0,0,0,0,10,2018,40.846249,-73.907447
0,4,1,0,0,0,0,5,2018,40.677233,-73.868409
0,2,2,0,0,0,0,20,2018,40.694599,-73.922897
0,6,7,0,0,0,0,41,2018,40.68164,-73.958137
54,4,20,8,0,0,0,86,2018,40.85179,-73.901214
1,1,1,0,0,0,0,10,2018,40.835124,-73.929994
1,0,0,1,0,0,0,2,2018,40.669188,-73.883068
1,0,1,1,0,0,0,3,2018,40.667974,-73.89967
1,0,1,1,0,0,0,3,2018,40.668009,-73.899681
1,0,1,1,0,0,0,3,2018,40.668083,-73.899698
0,1,1,0,0,0,0,2,2018,40.670822,-73.881818
0,1,0,1,0,0,0,2,2018,40.668721,-73.8888
1,0,1,0,0,0,0,2,2018,40.668078,-73.882374
1,0,1,1,0,0,0,3,2018,40.668048,-73.899691
1,0,0,1,0,0,0,2,2018,40.668821,-73.884687
1,0,0,1,0,0,0,2,2018,40.668865,-73.884698
1,6,6,0,0,0,0,43,2018,40.847077,-73.885134
4,5,3,0,0,0,0,58,2018,40.79998,-73.938508
0,0,0,3,0,0,0,9,2018,40.671174,-73.92526
0,51,46,35,0,0,0,132,2018,40.651296,-73.882108
0,51,46,35,0,0,0,132,2018,40.649114,-73.885157
0,51,45,36,0,0,0,132,2018,40.646042,-73.881887
1,61,53,41,0,0,0,156,2018,40.651736,-73.885509
0,51,45,36,0,0,0,132,2018,40.646298,-73.879652
1,61,53,41,0,0,0,156,2018,40.652398,-73.883739
1,61,53,41,0,0,0,156,2018,40.65214,-73.883015
0,51,44,35,0,0,0,130,2018,40.651419,-73.881135
1,61,53,41,0,0,0,156,2018,40.652097,-73.88162
0,51,46,35,0,0,0,132,2018,40.649264,-73.883719
0,51,44,35,0,0,0,130,2018,40.650286,-73.882524
0,33,28,23,0,0,0,84,2018,40.650012,-73.882208
0,51,45,36,0,0,0,132,2018,40.649205,-73.882872
0,51,45,36,0,0,0,132,2018,40.648973,-73.880765
0,33,28,23,0,0,0,84,2018,40.649458,-73.880814
0,33,28,23,0,0,0,84,2018,40.645669,-73.881495
0,51,45,36,0,0,0,132,2018,40.645688,-73.881232
0,34,29,23,0,0,0,86,2018,40.64661,-73.878423
0,33,28,23,0,0,0,84,2018,40.646157,-73.878427
0,51,46,35,0,0,0,132,2018,40.645754,-73.879037
0,51,45,36,0,0,0,132,2018,40.644972,-73.879532
0,33,28,23,0,0,0,84,2018,40.644553,-73.879936
0,33,28,23,0,0,0,84,2018,40.644639,-73.878563
0,51,45,36,0,0,0,132,2018,40.647166,-73.885348
0,33,28,23,0,0,0,84,2018,40.642236,-73.879833
1,61,53,41,0,0,0,156,2018,40.651173,-73.885082
1,59,51,41,0,0,0,152,2018,40.65025,-73.884377
1,61,53,41,0,0,0,156,2018,40.650014,-73.88415
1,59,51,41,0,0,0,152,2018,40.649,-73.88306
1,59,51,41,0,0,0,152,2018,40.648321,-73.882265
0,51,46,35,0,0,0,132,2018,40.646472,-73.880214
0,51,45,36,0,0,0,132,2018,40.646068,-73.879786
0,51,46,35,0,0,0,132,2018,40.645073,-73.878649
0,51,45,36,0,0,0,132,2018,40.644378,-73.877908
0,52,43,36,0,0,0,131,2018,40.647705,-73.881293
0,60,51,41,0,0,0,152,2018,40.647716,-73.881307
0,52,43,36,0,0,0,131,2018,40.648365,-73.880214
0,50,43,35,0,0,0,128,2018,40.648735,-73.879612
0,33,28,23,0,0,0,84,2018,40.642709,-73.878444
0,33,28,23,0,0,0,84,2018,40.643527,-73.877874
0,33,28,23,0,0,0,84,2018,40.644788,-73.877046
1,61,53,41,0,0,0,156,2018,40.64742,-73.884014
0,61,53,43,0,0,0,157,2018,40.651388,-73.883355
1,61,53,41,0,0,0,156,2018,40.649498,-73.887189
1,61,53,41,0,0,0,156,2018,40.652718,-73.88216
1,61,53,41,0,0,0,156,2018,40.649942,-73.886504
0,0,0,9,0,0,0,9,2018,40.613053,-74.078875
0,0,0,10,0,0,0,10,2018,40.612789,-74.079616
0,0,0,6,0,0,0,6,2018,40.613154,-74.079945
0,0,1,18,0,0,0,19,2018,40.613569,-74.079128
0,0,2,6,0,0,0,8,2018,40.612855,-74.079894
0,0,0,11,0,0,0,11,2018,40.612556,-74.08011
0,0,1,10,0,0,0,11,2018,40.613034,-74.0789
11,13,7,0,0,0,0,101,2018,40.720686,-73.947835
46,19,0,0,0,0,0,65,2018,40.701719,-73.941311
0,30,10,0,0,0,0,193,2018,40.67286,-73.959502
0,4,4,0,0,0,0,26,2018,40.671688,-73.951398
0,6,6,0,0,0,0,37,2018,40.6886,-73.919442
0,1,2,0,0,0,0,10,2018,40.648515,-73.949336
84,0,31,0,0,0,0,115,2018,40.831359,-73.908259
6,6,15,0,0,0,0,90,2018,40.660743,-73.96169
0,17,22,0,0,0,0,130,2018,40.71394,-73.965288
2,23,2,0,0,0,0,90,2018,40.734693,-73.954986
0,3,3,0,0,0,0,20,2018,40.737379,-73.954309
105,188,107,22,0,0,0,422,2018,40.658464,-73.865707
0,2,2,0,0,0,0,13,2018,40.699802,-73.913128
0,0,4,0,0,0,0,13,2018,40.882521,-73.908597
0,6,0,0,0,0,0,6,2018,40.837935,-73.845895
1,5,0,0,0,0,0,6,2018,40.84738,-73.868261
0,4,1,0,0,0,0,5,2018,40.847418,-73.868246
0,6,0,0,0,0,0,28,2018,40.714632,-73.93977
0,16,0,0,0,0,0,64,2018,40.702105,-73.944975
0,3,0,0,0,0,0,8,2018,40.674416,-73.952154
0,0,0,1,0,0,0,1,2018,40.703522,-73.766095
0,0,1,0,0,0,0,1,2018,40.704569,-73.754564
0,0,1,0,0,0,0,1,2018,40.711933,-73.757054
5,6,4,2,0,0,0,55,2018,40.748126,-73.993533
0,3,4,0,0,0,0,35,2018,40.846841,-73.827907
1,2,3,0,0,0,0,20,2018,40.714663,-73.959
2,2,2,0,0,0,0,19,2018,40.715286,-73.958303
0,12,3,0,0,0,0,72,2018,40.888954,-73.898533
17,25,16,9,0,0,0,67,2018,40.675919,-73.908112
3,10,22,0,0,0,0,35,2018,40.80166,-73.950932
0,0,3,0,0,0,0,10,2018,40.674804,-73.952809
6,3,7,0,0,0,0,51,2018,40.661923,-73.961602
0,5,6,0,0,0,0,35,2018,40.692494,-73.941694
0,2,3,0,0,0,0,16,2018,40.835084,-73.852992
1,2,4,0,0,0,0,24,2018,40.652565,-73.95107
0,4,5,0,0,0,0,29,2018,40.614918,-73.946368
2,3,0,0,0,0,0,16,2018,40.811124,-73.939683
1,10,0,0,0,0,0,55,2018,40.716125,-73.964082
4,24,5,2,0,0,0,112,2018,40.747629,-73.994265
3,3,7,0,0,0,0,63,2018,40.697945,-73.930484
5,5,11,0,0,0,0,104,2018,40.784417,-73.949883
11,41,1,2,0,0,0,182,2018,40.681088,-73.95548
0,3,3,0,0,0,0,30,2018,40.706993,-73.938857
21,27,18,0,0,0,0,332,2018,40.715873,-73.966268
0,3,3,0,0,0,0,20,2018,40.696872,-73.931488
86,51,0,0,0,0,0,138,2018,40.728458,-73.977865
0,15,15,10,0,0,0,40,2018,40.851002,-73.906428
1,28,15,1,0,0,0,45,2018,40.851229,-73.906221
0,2,32,10,0,0,0,44,2018,40.849041,-73.912561
1,25,22,14,0,0,0,62,2018,40.849261,-73.91238
0,10,23,7,0,0,0,40,2018,40.849464,-73.912264
0,8,17,7,8,0,0,40,2018,40.849738,-73.912039
0,6,19,5,5,0,0,35,2018,40.849752,-73.912
1,7,14,5,0,0,0,27,2018,40.849583,-73.903976
1,6,17,0,0,0,0,24,2018,40.860726,-73.893689
1,15,18,1,0,0,0,35,2018,40.852851,-73.905861
0,4,18,4,0,0,0,26,2018,40.852966,-73.905756
0,4,16,6,0,0,0,26,2018,40.84719,-73.911551
1,18,23,11,0,0,0,53,2018,40.8471,-73.911642
0,26,24,7,0,0,0,57,2018,40.876868,-73.860572
0,1,1,0,0,0,0,8,2018,40.887101,-73.863491
0,5,0,0,0,0,0,15,2018,40.79379,-73.943071
22,6,7,0,0,0,0,140,2018,40.775638,-73.946409
0,3,0,0,0,0,0,7,2018,40.672536,-73.957876
2,2,4,0,0,0,0,39,2018,40.697838,-73.931638
12,13,25,0,0,0,0,160,2018,40.730102,-73.980574
23,18,72,19,0,0,0,132,2018,40.836725,-73.919292
0,5,0,0,0,0,0,16,2018,40.677323,-73.958266
0,0,2,1,0,0,0,8,2018,40.697909,-73.935508
6,17,26,0,0,0,0,50,2018,40.788364,-73.943062
6,17,27,0,0,0,0,50,2018,40.78894,-73.942537
70,0,1,0,0,0,0,71,2018,40.656754,-73.904015
0,36,72,27,0,0,0,135,2018,40.797229,-73.948165
0,154,29,0,0,0,0,183,2018,40.831999,-73.942685
0,4,0,3,0,0,0,7,2018,40.820584,-73.895895
1,0,0,6,0,0,0,7,2018,40.820677,-73.895881
0,2,3,2,0,0,0,7,2018,40.82077,-73.89587
5,10,12,4,0,0,0,31,2018,40.831084,-73.891496
0,2,3,0,0,0,0,15,2018,40.863901,-73.866399
0,4,0,0,0,0,0,13,2018,40.796587,-73.938926
1,4,5,0,0,0,0,32,2018,40.798456,-73.943335
0,3,3,0,0,0,0,29,2018,40.663206,-73.993476
0,9,0,0,0,0,0,44,2018,40.698634,-73.940455
0,4,1,0,0,0,0,23,2018,40.818829,-73.95412
40,37,39,5,0,0,0,263,2017,40.717126,-73.986912
19,109,105,37,11,0,0,281,2017,40.816749,-73.915298
6,90,85,25,9,0,0,215,2017,40.815937,-73.916354
0,0,1,7,0,0,0,8,2017,40.655035,-73.874937
1,0,7,0,0,0,0,8,2017,40.655071,-73.87485
0,1,7,0,0,0,0,8,2017,40.65509,-73.874807
0,1,7,0,0,0,0,8,2017,40.655109,-73.87476
0,1,7,0,0,0,0,8,2017,40.655128,-73.874717
0,1,4,3,0,0,0,8,2017,40.655145,-73.874674
0,1,7,0,0,0,0,8,2017,40.655164,-73.87463
0,1,7,0,0,0,0,8,2017,40.655183,-73.874587
0,1,7,0,0,0,0,8,2017,40.655202,-73.87454
0,1,7,0,0,0,0,8,2017,40.655219,-73.874497
1,1,6,0,0,0,0,8,2017,40.655238,-73.874453
1,1,6,0,0,0,0,8,2017,40.655251,-73.874378
1,1,6,0,0,0,0,8,2017,40.655271,-73.874335
1,1,5,0,1,0,0,8,2017,40.65529,-73.874288
0,1,7,0,0,0,0,8,2017,40.655309,-73.874244
0,1,7,0,0,0,0,8,2017,40.655328,-73.874197
0,1,7,0,0,0,0,8,2017,40.655347,-73.874151
0,1,7,0,0,0,0,8,2017,40.655366,-73.874107
0,1,7,0,0,0,0,8,2017,40.655386,-73.87406
0,1,7,0,0,0,0,8,2017,40.655405,-73.874013
133,18,64,0,0,0,0,215,2017,40.819841,-73.891062
11,55,81,28,0,0,0,175,2017,40.818946,-73.909566
41,75,54,19,0,0,0,189,2017,40.8634,-73.897679
0,59,26,9,0,0,0,94,2017,40.677658,-73.952793
7,7,15,0,0,0,0,96,2017,40.717983,-73.964214
87,154,69,56,0,0,0,366,2017,40.833153,-73.885013
0,10,29,13,0,0,0,52,2017,40.674641,-73.939528
0,14,6,0,0,0,0,64,2017,40.692917,-73.948707
0,1,5,8,0,0,0,14,2017,40.672869,-73.960814
27,61,1,0,0,0,0,89,2017,40.819642,-73.895315
2,28,7,4,0,0,0,136,2017,40.702229,-73.935313
0,7,0,0,0,0,0,34,2017,40.696125,-73.946447
10,10,3,0,0,0,0,88,2017,40.721248,-73.984942
45,0,0,0,0,0,0,45,2017,40.831596,-73.899564
18,19,3,0,0,0,0,130,2017,40.757967,-73.968106
20,59,36,12,0,0,0,127,2017,40.593595,-73.776547
1,0,9,0,0,0,0,10,2017,40.830669,-73.944886
0,0,16,9,0,0,0,25,2017,40.830735,-73.945045
0,32,23,2,0,0,0,57,2017,40.663887,-73.899925
0,1,14,5,0,0,0,20,2017,40.831389,-73.901024
0,4,15,5,0,0,0,24,2017,40.833056,-73.902872
0,10,22,10,0,0,0,42,2017,40.839734,-73.898814
0,7,10,4,0,0,0,21,2017,40.833378,-73.899865
12,49,145,24,0,0,0,230,2017,40.585343,-73.80974
12,49,145,24,0,0,0,230,2017,40.586321,-73.806584
12,49,145,24,0,0,0,230,2017,40.586253,-73.807124
12,49,145,24,0,0,0,230,2017,40.584988,-73.810883
12,48,145,24,0,0,0,229,2017,40.584705,-73.811974
0,32,78,47,0,0,0,157,2017,40.823093,-73.862394
0,32,78,47,0,0,0,157,2017,40.822154,-73.862172
52,5,10,5,0,0,0,72,2017,40.665053,-73.899901
53,31,0,0,0,0,0,84,2017,40.837993,-73.895272
4,9,3,0,0,0,0,52,2017,40.722447,-73.951051
14,114,1,133,21,0,0,283,2017,40.838398,-73.925141
0,5,2,0,0,0,0,22,2017,40.731958,-73.959599
20,59,1,0,0,0,0,80,2017,40.805386,-73.954675
0,22,35,30,0,0,0,87,2017,40.680941,-73.959115
0,199,1,0,0,0,0,200,2017,40.656717,-73.86441
36,64,22,22,0,0,0,144,2017,40.655889,-73.867788
0,0,0,0,0,0,0,3,2017,40.689773,-73.952189
0,0,1,0,0,0,0,1,2017,40.687264,-73.798903
0,0,0,1,0,0,0,1,2017,40.704021,-73.745073
0,0,0,1,0,0,0,1,2017,40.679845,-73.791613
0,0,1,0,0,0,0,1,2017,40.668799,-73.804852
0,0,1,0,0,0,0,1,2017,40.671998,-73.802658
0,0,1,0,0,0,0,1,2017,40.670744,-73.802648
0,0,1,0,0,0,0,1,2017,40.67703,-73.804414
0,0,0,1,0,0,0,1,2017,40.671994,-73.803578
0,0,1,0,0,0,0,1,2017,40.671972,-73.803578
0,0,1,0,0,0,0,1,2017,40.679527,-73.802596
0,0,0,1,0,0,0,1,2017,40.682777,-73.79495
0,0,0,1,0,0,0,1,2017,40.669727,-73.789839
0,0,0,1,0,0,0,1,2017,40.708646,-73.792909
0,0,1,0,0,0,0,1,2017,40.693497,-73.782559
0,0,0,1,0,0,0,1,2017,40.707568,-73.770455
0,0,0,1,0,0,0,1,2017,40.694856,-73.785396
0,0,1,0,0,0,0,1,2017,40.684275,-73.797686
0,0,0,1,0,0,0,1,2017,40.678319,-73.835552
0,0,1,0,0,0,0,1,2017,40.691281,-73.803157
0,0,0,1,0,0,0,1,2017,40.672231,-73.807178
0,0,1,0,0,0,0,1,2017,40.671659,-73.79103
0,0,1,0,0,0,0,1,2017,40.699159,-73.770885
0,3,0,0,0,0,0,3,2017,40.686132,-73.762424
3,3,1,0,0,0,0,7,2017,40.684396,-73.760616
0,3,0,0,0,0,0,3,2017,40.686214,-73.761104
3,4,0,0,0,0,0,7,2017,40.685659,-73.760915
0,3,0,0,0,0,0,3,2017,40.686047,-73.761043
0,3,0,0,0,0,0,3,2017,40.686143,-73.76238
1,2,0,0,0,0,0,3,2017,40.686148,-73.762359
0,3,0,0,0,0,0,3,2017,40.686159,-73.762312
1,1,1,0,0,0,0,3,2017,40.68617,-73.762268
3,0,0,0,0,0,0,3,2017,40.686175,-73.762247
0,3,0,0,0,0,0,3,2017,40.686192,-73.762182
4,3,0,0,0,0,0,7,2017,40.684539,-73.760641
4,3,0,0,0,0,0,7,2017,40.68449,-73.760634
4,3,0,0,0,0,0,7,2017,40.684561,-73.760644
0,7,0,0,0,0,0,7,2017,40.684443,-73.760623
0,7,0,0,0,0,0,7,2017,40.684349,-73.760606
0,3,0,0,0,0,0,3,2017,40.686181,-73.761093
0,3,0,0,0,0,0,3,2017,40.686148,-73.761079
0,3,0,0,0,0,0,3,2017,40.686115,-73.761068
3,0,0,0,0,0,0,3,2017,40.686014,-73.761032
1,6,0,0,0,0,0,7,2017,40.685632,-73.760904
93,0,0,0,0,0,0,93,2017,40.720291,-73.987298
0,33,8,6,0,0,0,47,2017,40.837993,-73.895272
0,0,1,10,0,0,0,11,2017,40.854779,-73.914346
0,6,6,9,0,0,0,21,2017,40.856068,-73.899516
0,5,17,0,0,0,0,22,2017,40.856128,-73.899491
0,40,8,6,0,0,0,54,2017,40.841186,-73.915871
8,27,10,0,0,0,0,45,2017,40.837525,-73.867135
8,26,11,0,0,0,0,45,2017,40.837544,-73.866929
0,33,14,2,0,0,0,49,2017,40.826776,-73.878762
13,29,12,0,0,0,0,54,2017,40.827113,-73.875979
14,27,17,5,0,0,0,63,2017,40.838031,-73.911282
0,51,21,4,1,0,0,77,2017,40.812191,-73.90649
6,6,1,4,0,0,0,17,2017,40.829146,-73.880247
0,21,2,4,0,0,0,27,2017,40.860897,-73.907831
0,32,17,0,0,0,0,49,2017,40.827771,-73.880881
0,51,10,1,0,0,0,62,2017,40.832357,-73.922079
0,9,8,0,0,0,0,17,2017,40.832412,-73.877191
0,9,8,0,0,0,0,17,2017,40.832494,-73.877209
0,16,7,4,0,0,0,27,2017,40.864232,-73.904522
5,7,1,4,0,0,0,17,2017,40.829075,-73.880229
1,40,10,0,0,0,0,51,2017,40.842758,-73.904846
0,0,0,4,4,0,0,8,2017,40.859579,-73.897031
0,0,0,5,3,0,0,8,2017,40.859645,-73.897006
1,1,0,4,4,0,0,10,2017,40.859711,-73.896976
0,0,4,7,2,1,0,14,2017,40.859744,-73.896962
0,0,20,2,0,0,0,22,2017,40.814481,-73.910655
0,0,20,2,0,0,0,22,2017,40.81458,-73.910619
0,13,4,0,0,0,0,17,2017,40.826987,-73.881652
0,14,3,0,0,0,0,17,2017,40.827026,-73.88166
7,35,23,5,0,0,0,70,2017,40.837734,-73.910472
0,36,11,1,0,0,0,48,2017,40.834606,-73.901757
0,24,5,4,0,0,0,33,2017,40.836896,-73.909671
0,11,11,4,0,0,0,26,2017,40.836684,-73.912075
0,37,10,0,0,0,0,47,2017,40.830596,-73.918804
0,29,18,0,0,0,0,47,2017,40.83654,-73.914297
6,26,16,7,0,0,0,55,2017,40.836645,-73.914167
