"","lon","lat","zip","totalcount"
"1",-74.2443436,40.5070853,"10307",1.50662912377041
"2",-74.223802,40.5265593,"10309",8.57761883261834
"3",-74.1827119,40.555548,"10312",13.0488490030041
"4",-74.1827119,40.5952146,"10314",46.2011479038467
"5",-74.1739057,40.6311444,"10303",62.2893279165861
"6",-74.1504204,40.5535039,"10308",3.03264622148893
"7",-74.1386767,40.6311567,"10302",31.2150347637596
"8",-74.1298684,40.5729336,"10306",34.3229847920623
"9",-74.1181234,40.6307451,"10310",24.9258365691409
"10",-74.0946311,40.6274394,"10301",178.669193775548
"11",-74.0916944,40.6047352,"10304",207.556555538679
"12",-74.0711359,40.5944059,"10305",26.3154802187455
"13",-74.0329499,40.6212119,"11209",768.775370737577
"14",-74.0173484,40.7084274,"10280",0.389466196392827
"15",-74.0153231,40.6137658,"11228",31.2600240000276
"16",-74.0153231,40.6385229,"11220",606.17931371381
"17",-74.0152027,40.7167028,"10282",0.299457031801904
"18",-74.0138541,40.7038704,"10004",0.591609730261296
"19",-74.0131196,40.709329,"10006",1.34586866902421
"20",-74.0094562,40.7064363,"10005",0.806770142462287
"21",-74.0094471,40.6772802,"11231",82.1918007039809
"22",-74.0094471,40.7217861,"10013",66.0060760186904
"23",-74.0094471,40.7366138,"10014",125.492148887055
"24",-74.0094471,40.7464969,"10011",163.446152656368
"25",-74.0087126,40.7136487,"10007",1.28327654459279
"26",-74.0079781,40.6560436,"11232",114.363456154696
"27",-74.0021019,40.7071498,"10038",17.5080434284763
"28",-73.9991637,40.7536854,"10001",59.535324697048
"29",-73.9982756,40.6046106,"11214",448.776197624538
"30",-73.9976946,40.6310753,"11219",212.481403531899
"31",-73.9976946,40.7250632,"10012",86.2618008047477
"32",-73.9932872,40.755322,"10018",24.9258365691409
"33",-73.9932872,40.7602619,"10036",172.828097257402
"34",-73.9932872,40.7750791,"10069",0.521136027029741
"35",-73.9931036,40.7502013,"10119",0.000929368029739777
"36",-73.9918181,40.7686973,"10019",284.578334870327
"37",-73.9917906,40.7492821,"10121",0.00262864974418791
"38",-73.9906685,40.6933783,"11241",0.00262864974418791
"39",-73.9874105,40.7322535,"10003",335.704061815938
"40",-73.9859414,40.5749261,"11224",112.151792206987
"41",-73.9859414,40.6195067,"11204",276.722158864564
"42",-73.9859414,40.6986772,"11201",88.4803470947672
"43",-73.9859414,40.7135097,"10002",416.155381280013
"44",-73.9822683,40.7605505,"10020",0.0136588647367092
"45",-73.9815337,40.7388319,"10010",89.3730103554542
"46",-73.9811178,40.7545188,"10129",0.0709735430930735
"47",-73.9800645,40.6483744,"11218",498.994297686556
"48",-73.9800645,40.6681669,"11215",213.163709024842
"49",-73.9800645,40.7275043,"10009",414.876215709411
"50",-73.9800645,40.74727,"10016",168.864853699956
"51",-73.9800645,40.7769059,"10023",124.135741645695
"52",-73.9785952,40.6815619,"11217",95.4433503955838
"53",-73.977126,40.6009233,"11223",232.561360415915
"54",-73.9763386,40.7598323,"10103",0.00262864974418791
"55",-73.9741874,40.7859464,"10024",281.296021467762
"56",-73.9697795,40.7519846,"10017",27.2557730330835
"57",-73.9697795,40.7593941,"10022",52.1661377846958
"58",-73.9683102,40.7999209,"10025",1063.73339640298
"59",-73.9660683,40.7119031,"11249",79.6584991444879
"60",-73.9653715,40.6190629,"11230",1011.67114800473
"61",-73.9624327,40.6805029,"11238",593.889689118854
"62",-73.9624327,40.7645239,"10065",65.8906471641315
"63",-73.9624327,40.8138912,"10027",1289.179994134
"64",-73.9580246,40.7700703,"10021",68.8550185873606
"65",-73.9569225,40.7449081,"11109",0.0539914035251963
"66",-73.9565551,40.6648278,"11225",2125.01593394111
"67",-73.9565551,40.6945036,"11205",134.390983886206
"68",-73.9565551,40.7093358,"11211",359.201876787817
"69",-73.9558204,40.7728432,"10075",60.4300228588884
"70",-73.9550857,40.7573053,"10044",3.15755109805974
"71",-73.9536163,40.6470923,"11226",5317.27013600154
"72",-73.9525825,40.8032131,"10026",760.545766927315
"73",-73.9521468,40.7766412,"10028",123.566094439518
"74",-73.9506774,40.6788319,"11216",947.128583951611
"75",-73.9506774,40.7282702,"11222",152.252847125619
"76",-73.9506774,40.7826039,"10128",134.464161660256
"77",-73.9506774,40.8270209,"10031",2145.43424784606
"78",-73.9447994,40.5988077,"11229",321.607342865165
"79",-73.9447994,40.6285158,"11210",786.773078161227
"80",-73.9447994,40.7916407,"10029",847.938676082217
"81",-73.9447994,40.8409822,"10032",2203.35950622994
