"years","finished_rate"
2014,0.999486154724522
2015,0.999754593783778
2016,0.999838552197612
2017,0.999732507142941
2018,0.999785080899795
2019,0.999727238012111
2020,0.999675516224189
2021,0.962584522915101
2022,0.910040710451418
